Expr Log Ratio,ID,Symbol,Entrez Gene Name,Location
-2.534,Fgfr1op,FGFR1OP,FGFR1 oncogene partner,Cytoplasm
0.148,Fgfr1op2,FGFR1OP2,FGFR1 oncogene partner 2,Cytoplasm
-1.794,Fgfr2,FGFR2,fibroblast growth factor receptor 2,Plasma Membrane
-0.629,Fgfr3,FGFR3,fibroblast growth factor receptor 3,Plasma Membrane
0,Fgfr4,FGFR4,fibroblast growth factor receptor 4,Plasma Membrane
1.122,Fgfrl1,FGFRL1,fibroblast growth factor receptor-like 1,Plasma Membrane
0,Fgg,FGG,fibrinogen gamma chain,Extracellular Space
0,Fggy,FGGY,FGGY carbohydrate kinase domain containing,Other
0,Fgl1,FGL1,fibrinogen like 1,Extracellular Space
0,Fgl2,FGL2,fibrinogen like 2,Extracellular Space
0,Fgr,FGR,"FGR proto-oncogene, Src family tyrosine kinase",Nucleus
0.622,Fh1,FH,fumarate hydratase,Cytoplasm
0,Fhad1,FHAD1,forkhead associated phosphopeptide binding domain 1,Other
0,Fhad1os1,Fhad1os1,"forkhead-associated (FHA) phosphopeptide binding domain 1, opposite strand 1",Other
0.104,Fhdc1,FHDC1,FH2 domain containing 1,Other
0,Fhit,FHIT,fragile histidine triad,Cytoplasm
0,Fhitos,Fhitos,"fragile histidine triad gene, opposite strand",Other
0.689,Fhl1,FHL1,four and a half LIM domains 1,Cytoplasm
-0.116,Fhl2,FHL2,four and a half LIM domains 2,Nucleus
-0.048,Fhl3,FHL3,four and a half LIM domains 3,Plasma Membrane
-∞,Fhl4,Fhl4,four and a half LIM domains 4,Other
0,Fhl5,FHL5,four and a half LIM domains 5,Nucleus
-0.311,Fhod1,Fhod1,formin homology 2 domain containing 1,Cytoplasm
1.689,Fhod3,FHOD3,formin homology 2 domain containing 3,Nucleus
0,Fibcd1,FIBCD1,fibrinogen C domain containing 1,Other
0,Fibin,FIBIN,fin bud initiation factor homolog (zebrafish),Cytoplasm
-0.726,Fibp,FIBP,FGF1 intracellular binding protein,Nucleus
-1.311,Ficd,FICD,FIC domain containing,Nucleus
-0.089,Fig4,FIG4,FIG4 phosphoinositide 5-phosphatase,Cytoplasm
0,Figla,FIGLA,folliculogenesis specific bHLH transcription factor,Nucleus
0,Fign,FIGN,"fidgetin, microtubule severing factor",Nucleus
-0.75,Fignl1,FIGNL1,fidgetin like 1,Nucleus
1.274,Fignl2,FIGNL2,fidgetin like 2,Other
0,Filip1,FILIP1,filamin A interacting protein 1,Cytoplasm
1.011,Filip1l,FILIP1L,filamin A interacting protein 1 like,Nucleus
0.104,Fip1l1,Fip1l1,FIP1 like 1 (S. cerevisiae),Nucleus
1.274,Firre,Firre,functional intergenic repeating RNA element,Other
-0.208,Fis1,FIS1,"fission, mitochondrial 1",Cytoplasm
0,Fitm1,FITM1,fat storage inducing transmembrane protein 1,Extracellular Space
-∞,Fitm2,FITM2,fat storage inducing transmembrane protein 2,Cytoplasm
0.537,Fiz1,FIZ1,FLT3 interacting zinc finger 1,Nucleus
0,Fjx1,FJX1,four jointed box 1,Extracellular Space
0,Fkbp10,FKBP10,FK506 binding protein 10,Cytoplasm
-0.726,Fkbp11,FKBP11,FK506 binding protein 11,Cytoplasm
1.274,Fkbp14,FKBP14,FK506 binding protein 14,Cytoplasm
0.596,Fkbp15,FKBP15,FK506 binding protein 15,Plasma Membrane
0.297,Fkbp1a,FKBP1A,FK506 binding protein 1A,Cytoplasm
1.274,Fkbp1b,FKBP1B,FK506 binding protein 1B,Cytoplasm
0.485,Fkbp2,FKBP2,FK506 binding protein 2,Cytoplasm
-1.229,Fkbp3,FKBP3,FK506 binding protein 3,Nucleus
-0.533,Fkbp4,FKBP4,FK506 binding protein 4,Nucleus
-1.426,Fkbp5,FKBP5,FK506 binding protein 5,Nucleus
0,Fkbp6,FKBP6,FK506 binding protein 6,Nucleus
-∞,Fkbp7,FKBP7,FK506 binding protein 7,Cytoplasm
-0.308,Fkbp8,FKBP8,FK506 binding protein 8,Cytoplasm
0.902,Fkbp9,FKBP9,FK506 binding protein 9,Cytoplasm
-0.311,Fkbpl,FKBPL,FK506 binding protein like,Nucleus
-0.896,Fkrp,FKRP,fukutin related protein,Cytoplasm
0.596,Fktn,FKTN,fukutin,Extracellular Space
1.081,Flad1,FLAD1,flavin adenine dinucleotide synthetase 1,Cytoplasm
0.899,Flcn,FLCN,folliculin,Cytoplasm
0,Flg2,Flg2,filaggrin family member 2,Other
0,Fli1,FLI1,"Fli-1 proto-oncogene, ETS transcription factor",Nucleus
0.4,Flii,FLII,"FLII, actin remodeling protein",Nucleus
-0.344,Flna,FLNA,filamin A,Cytoplasm
0.137,Flnb,FLNB,filamin B,Cytoplasm
-0.196,Flnc,FLNC,filamin C,Cytoplasm
0.467,Flot1,FLOT1,flotillin 1,Plasma Membrane
-0.389,Flot2,FLOT2,flotillin 2,Plasma Membrane
∞,Flrt1,FLRT1,fibronectin leucine rich transmembrane protein 1,Plasma Membrane
-0.533,Flrt2,FLRT2,fibronectin leucine rich transmembrane protein 2,Plasma Membrane
0,Flrt3,FLRT3,fibronectin leucine rich transmembrane protein 3,Plasma Membrane
0,Flt1,FLT1,fms related tyrosine kinase 1,Plasma Membrane
-∞,Flt3,FLT3,fms related tyrosine kinase 3,Plasma Membrane
1.274,Flt3l,FLT3LG,fms related tyrosine kinase 3 ligand,Extracellular Space
0.104,Flt4,FLT4,fms related tyrosine kinase 4,Plasma Membrane
1.274,Mfsd7b,FLVCR1,feline leukemia virus subgroup C cellular receptor 1,Plasma Membrane
-∞,Mfsd7c,FLVCR2,feline leukemia virus subgroup C cellular receptor family member 2,Plasma Membrane
1.011,Flywch1,FLYWCH1,FLYWCH-type zinc finger 1,Other
0,Flywch2,FLYWCH2,FLYWCH family member 2,Other
-0.171,Fmn1,FMN1,formin 1,Nucleus
0,Fmn2,FMN2,formin 2,Cytoplasm
-0.311,Fmnl1,Fmnl1,formin-like 1,Cytoplasm
0.574,Fmnl2,FMNL2,formin like 2,Cytoplasm
-0.777,Fmnl3,FMNL3,formin like 3,Cytoplasm
0,Fmo1,FMO1,flavin containing monooxygenase 1,Cytoplasm
0,Fmo2,FMO2,flavin containing monooxygenase 2,Cytoplasm
0,Fmo3,FMO3,flavin containing monooxygenase 3,Cytoplasm
0,Fmo4,FMO4,flavin containing monooxygenase 4,Cytoplasm
-∞,Fmo5,FMO5,flavin containing monooxygenase 5,Cytoplasm
0,Fmo6,Fmo6,flavin containing monooxygenase 6,Other
0,Fmo9,Fmo9,flavin containing monooxygenase 9,Other
-∞,Fmod,FMOD,fibromodulin,Extracellular Space
0.399,Fmr1,FMR1,fragile X mental retardation 1,Cytoplasm
0,Fmr1nb,Fmr1nb,fragile X mental retardation 1 neighbor,Nucleus
0,Fmr1os,Fmr1os,"fragile X mental retardation syndrome 1, opposite strand",Other
0.035,Fn1,FN1,fibronectin 1,Extracellular Space
∞,Fn3k,FN3K,fructosamine 3 kinase,Cytoplasm
-0.048,Fn3krp,FN3KRP,fructosamine 3 kinase related protein,Cytoplasm
0.506,Fnbp1,FNBP1,formin binding protein 1,Nucleus
0.001,Fnbp1l,Fnbp1l,formin binding protein 1-like,Cytoplasm
-0.389,Fnbp4,FNBP4,formin binding protein 4,Nucleus
0,Fnd3c2,Fnd3c2,fibronectin type III domain containing 3C2,Other
0,Fndc1,Fndc1,fibronectin type III domain containing 1,Plasma Membrane
0,BC051628,FNDC11,fibronectin type III domain containing 11,Cytoplasm
0.274,Fndc3a,FNDC3A,fibronectin type III domain containing 3A,Cytoplasm
-0.619,Fndc3b,FNDC3B,fibronectin type III domain containing 3B,Cytoplasm
0,Fndc3c1,Fndc3c1, ,Other
1.274,Fndc4,FNDC4,fibronectin type III domain containing 4,Other
0,Fndc5,FNDC5,fibronectin type III domain containing 5,Other
0,Fndc7,FNDC7,fibronectin type III domain containing 7,Other
0,Fndc8,FNDC8,fibronectin type III domain containing 8,Nucleus
0,Fndc9,FNDC9,fibronectin type III domain containing 9,Other
0.2,Fnip1,FNIP1,folliculin interacting protein 1,Cytoplasm
1.148,Fnip2,FNIP2,folliculin interacting protein 2,Cytoplasm
1.011,Fnta,FNTA,"farnesyltransferase, CAAX box, alpha",Cytoplasm
-0.311,Fntb,FNTB,"farnesyltransferase, CAAX box, beta",Cytoplasm
1.274,Focad,FOCAD,focadhesin,Plasma Membrane
0,Folh1,Folh1,folate hydrolase 1,Plasma Membrane
-∞,Folr1,FOLR1,folate receptor 1,Plasma Membrane
0,Folr2,FOLR2,folate receptor beta,Plasma Membrane
0.158,Fopnl,FOPNL,FGFR1OP N-terminal like,Cytoplasm
-∞,Fos,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",Nucleus
-∞,Fosb,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit",Nucleus
0.952,Fosl1,FOSL1,"FOS like 1, AP-1 transcription factor subunit",Nucleus
1.274,Fosl2,FOSL2,"FOS like 2, AP-1 transcription factor subunit",Nucleus
0,Foxa1,FOXA1,forkhead box A1,Nucleus
0,Foxa2,FOXA2,forkhead box A2,Nucleus
0,Foxa3,FOXA3,forkhead box A3,Nucleus
0,Foxb1,FOXB1,forkhead box B1,Nucleus
0,Foxb2,Foxb2,forkhead box B2,Nucleus
0.743,Foxc1,FOXC1,forkhead box C1,Nucleus
0,Foxc2,FOXC2,forkhead box C2,Nucleus
-1.633,Foxd1,FOXD1,forkhead box D1,Nucleus
∞,Foxd2,FOXD2,forkhead box D2,Nucleus
1.274,Foxd2os,Foxd2os,"forkhead box D2, opposite strand",Other
0,Foxd3,FOXD3,forkhead box D3,Nucleus
0,Foxd4,FOXD4,forkhead box D4,Nucleus
0,Foxe1,FOXE1,forkhead box E1,Nucleus
0,Foxe3,Foxe3,forkhead box E3,Nucleus
-0.185,Foxf1,FOXF1,forkhead box F1,Nucleus
0,Foxf2,FOXF2,forkhead box F2,Nucleus
0,Foxg1,FOXG1,forkhead box G1,Nucleus
0,Foxh1,FOXH1,forkhead box H1,Nucleus
0,Foxi1,FOXI1,forkhead box I1,Nucleus
0,Foxi2,FOXI2,forkhead box I2,Nucleus
0,Foxi3,FOXI3,forkhead box I3,Nucleus
0.274,Foxj1,FOXJ1,forkhead box J1,Nucleus
0.859,Foxj2,FOXJ2,forkhead box J2,Nucleus
0.019,Foxj3,FOXJ3,forkhead box J3,Nucleus
0.689,Foxk1,FOXK1,forkhead box K1,Nucleus
-0.093,Foxk2,FOXK2,forkhead box K2,Nucleus
0,Foxl1,FOXL1,forkhead box L1,Nucleus
0,Foxl2,FOXL2,forkhead box L2,Nucleus
0,Foxl2os,Foxl2os,"forkhead box L2, opposite strand",Other
0.375,Foxm1,FOXM1,forkhead box M1,Nucleus
0,Foxn1,FOXN1,forkhead box N1,Nucleus
0.789,Foxn2,FOXN2,forkhead box N2,Nucleus
-0.726,Foxn3,Foxn3,forkhead box N3,Other
0,Foxn4,FOXN4,forkhead box N4,Nucleus
-0.105,Foxo1,FOXO1,forkhead box O1,Nucleus
-0.141,Foxo3,FOXO3,forkhead box O3,Nucleus
-1.311,Foxo4,FOXO4,forkhead box O4,Nucleus
-∞,Foxo6,FOXO6,forkhead box O6,Nucleus
-0.019,Foxp1,Foxp1,forkhead box P1,Nucleus
0,Foxp2,Foxp2,forkhead box P2,Nucleus
0,Foxp3,FOXP3,forkhead box P3,Nucleus
-0.427,Foxp4,FOXP4,forkhead box P4,Nucleus
0,Foxq1,FOXQ1,forkhead box Q1,Nucleus
0,Foxr1,FOXR1,forkhead box R1,Nucleus
0,Foxr2,FOXR2,forkhead box R2,Nucleus
0.272,Foxred1,FOXRED1,FAD dependent oxidoreductase domain containing 1,Cytoplasm
-0.311,Foxred2,FOXRED2,FAD dependent oxidoreductase domain containing 2,Cytoplasm
0,Foxs1,FOXS1,forkhead box S1,Nucleus
0.467,Fpgs,FPGS,folylpolyglutamate synthase,Cytoplasm
-∞,Fpgt,FPGT,fucose-1-phosphate guanylyltransferase,Cytoplasm
0,Fpr-rs3,Fpr-rs3,"formyl peptide receptor, related sequence 3",Plasma Membrane
0,Fpr-rs4,Fpr-rs4,"formyl peptide receptor, related sequence 4",Plasma Membrane
0,Fpr-rs6,Fpr-rs6,"formyl peptide receptor, related sequence 6",Plasma Membrane
0,Fpr1,FPR1,formyl peptide receptor 1,Plasma Membrane
0,Fpr2,FPR2,formyl peptide receptor 2,Plasma Membrane
0,Fpr3,Fpr3,formyl peptide receptor 3,Other
1.537,Fra10ac1,FRA10AC1,FRA10A associated CGG repeat 1,Nucleus
-0.726,Fras1,FRAS1,Fraser extracellular matrix complex subunit 1,Extracellular Space
0,Frat1,FRAT1,"FRAT1, WNT signaling pathway regulator",Cytoplasm
-∞,Frat2,FRAT2,"FRAT2, WNT signaling pathway regulator",Cytoplasm
0,Frem1,FREM1,FRAS1 related extracellular matrix 1,Extracellular Space
0,Frem2,FREM2,FRAS1 related extracellular matrix protein 2,Extracellular Space
0,Frem3,FREM3,FRAS1 related extracellular matrix 3,Extracellular Space
0.367,Frg1,FRG1,FSHD region gene 1,Nucleus
0,AA415398,FRG2/FRG2B,FSHD region gene 2 family member B,Other
0.689,Frk,FRK,fyn related Src family tyrosine kinase,Nucleus
0,Frmd3,FRMD3,FERM domain containing 3,Other
-0.125,Frmd4a,FRMD4A,FERM domain containing 4A,Plasma Membrane
0,Frmd4b,FRMD4B,FERM domain containing 4B,Cytoplasm
0,Frmd5,FRMD5,FERM domain containing 5,Other
-0.644,Frmd6,FRMD6,FERM domain containing 6,Cytoplasm
0,Frmd7,FRMD7,FERM domain containing 7,Plasma Membrane
-0.404,Frmd8,FRMD8,FERM domain containing 8,Other
0,Frmpd1,FRMPD1,FERM and PDZ domain containing 1,Cytoplasm
0,Frmpd1os,Frmpd1os,"FERM and PDZ domain containing 1, opposite strand",Other
0,Frmpd3,FRMPD3,FERM and PDZ domain containing 3,Cytoplasm
0,Frmpd4,FRMPD4,FERM and PDZ domain containing 4,Other
1.083,Frrs1,FRRS1,ferric chelate reductase 1,Plasma Membrane
0,Frrs1l,FRRS1L,ferric chelate reductase 1 like,Cytoplasm
0.187,Frs2,FRS2,fibroblast growth factor receptor substrate 2,Plasma Membrane
0.274,Frs3,FRS3,fibroblast growth factor receptor substrate 3,Plasma Membrane
0,Frs3os,Frs3os,"fibroblast growth factor receptor substrate 3, opposite strand",Other
0,Fry,FRY,FRY microtubule binding protein,Extracellular Space
-0.533,Fryl,FRYL,FRY like transcription coactivator,Other
0,Frzb,FRZB,frizzled-related protein,Extracellular Space
-12.95,Fsbp,FSBP,fibrinogen silencer binding protein,Nucleus
0,Fscb,Fscb,fibrous sheath CABYR binding protein,Plasma Membrane
-0.323,Fscn1,FSCN1,fascin actin-bundling protein 1,Cytoplasm
0,Fscn2,FSCN2,"fascin actin-bundling protein 2, retinal",Cytoplasm
0,Fscn3,FSCN3,fascin actin-bundling protein 3,Cytoplasm
0,Fsd1,FSD1,fibronectin type III and SPRY domain containing 1,Cytoplasm
-1.048,Fsd1l,FSD1L,fibronectin type III and SPRY domain containing 1 like,Other
0,Fsd2,FSD2,fibronectin type III and SPRY domain containing 2,Other
0,Fshb,FSHB,follicle stimulating hormone beta subunit,Extracellular Space
0,Fshr,FSHR,follicle stimulating hormone receptor,Plasma Membrane
1.274,Fsip1,FSIP1,fibrous sheath interacting protein 1,Other
-0.39,Fst,FST,follistatin,Extracellular Space
-0.497,Fstl1,FSTL1,follistatin like 1,Extracellular Space
0,Fstl3,FSTL3,follistatin like 3,Extracellular Space
0,Fstl4,FSTL4,follistatin like 4,Cytoplasm
0,Fstl5,FSTL5,follistatin like 5,Extracellular Space
0,Ftcd,FTCD,formimidoyltransferase cyclodeaminase,Cytoplasm
-0.046,Fth1,FTH1,ferritin heavy chain 1,Cytoplasm
0.251,Ftl1,FTL,ferritin light chain,Cytoplasm
0,Ftmt,FTMT,ferritin mitochondrial,Cytoplasm
0.444,Fto,FTO,"FTO, alpha-ketoglutarate dependent dioxygenase",Nucleus
0.104,Ftsj1,FTSJ1,FtsJ RNA methyltransferase homolog 1 (E. coli),Cytoplasm
-0.358,Ftsj3,FTSJ3,FtsJ homolog 3,Nucleus
-∞,Ftx,Ftx,"Ftx transcript, Xist regulator (non-protein coding)",Other
-0.948,Fubp1,FUBP1,far upstream element binding protein 1,Nucleus
-0.104,Fubp3,FUBP3,far upstream element binding protein 3,Nucleus
-0.426,Fuca1,FUCA1,"fucosidase, alpha-L- 1, tissue",Cytoplasm
0.563,Fuca2,FUCA2,"fucosidase, alpha-L- 2, plasma",Extracellular Space
-0.311,Fuk,FUK,fucokinase,Cytoplasm
-∞,Fundc1,FUNDC1,FUN14 domain containing 1,Cytoplasm
-0.048,Fundc2,FUNDC2,FUN14 domain containing 2,Cytoplasm
0,Fuom,FUOM,fucose mutarotase,Cytoplasm
0.274,Furin,FURIN,"furin, paired basic amino acid cleaving enzyme",Cytoplasm
-0.001,Fus,Fus,fused in sarcoma,Nucleus
0,Fut1,FUT1,fucosyltransferase 1 (H blood group),Cytoplasm
-1.398,Fut10,FUT10,fucosyltransferase 10,Cytoplasm
-0.311,Fut11,FUT11,fucosyltransferase 11,Cytoplasm
0,Fut2,FUT2,fucosyltransferase 2,Cytoplasm
0,Fut4,FUT4,fucosyltransferase 4,Cytoplasm
0,Fut4-ps1,Fut4-ps1,"fucosyltransferase 4, pseudogene 1",Other
0,Fut7,FUT7,fucosyltransferase 7,Cytoplasm
-0.034,Fut8,FUT8,fucosyltransferase 8,Cytoplasm
0,Fut9,FUT9,fucosyltransferase 9,Cytoplasm
0.274,Fuz,FUZ,fuzzy planar cell polarity protein,Plasma Membrane
-∞,Fv1,Fv1,Friend virus susceptibility 1,Cytoplasm
-1.726,Fxn,FXN,frataxin,Cytoplasm
-0.41,Fxr1,FXR1,FMR1 autosomal homolog 1,Cytoplasm
0.394,Fxr2,FXR2,FMR1 autosomal homolog 2,Cytoplasm
0,Fxyd1,FXYD1,FXYD domain containing ion transport regulator 1,Plasma Membrane
-∞,Fxyd2,Fxyd2,FXYD domain-containing ion transport regulator 2,Plasma Membrane
0,Fxyd3,FXYD3,FXYD domain containing ion transport regulator 3,Plasma Membrane
0,Fxyd4,FXYD4,FXYD domain containing ion transport regulator 4,Plasma Membrane
0.54,Fxyd5,FXYD5,FXYD domain containing ion transport regulator 5,Plasma Membrane
0,Fxyd6,FXYD6,FXYD domain containing ion transport regulator 6,Plasma Membrane
0,Fxyd7,FXYD7,FXYD domain containing ion transport regulator 7,Plasma Membrane
0,Fyb,FYB,FYN binding protein,Nucleus
0.104,Fyco1,FYCO1,FYVE and coiled-coil domain containing 1,Cytoplasm
-0.726,Fyn,FYN,"FYN proto-oncogene, Src family tyrosine kinase",Plasma Membrane
0.02,Fyttd1,FYTTD1,forty-two-three domain containing 1,Nucleus
-0.185,Fzd1,FZD1,frizzled class receptor 1,Plasma Membrane
0,Fzd10,FZD10,frizzled class receptor 10,Plasma Membrane
0.274,Fzd2,FZD2,frizzled class receptor 2,Plasma Membrane
0,Fzd3,FZD3,frizzled class receptor 3,Plasma Membrane
-0.726,Fzd4,FZD4,frizzled class receptor 4,Plasma Membrane
-0.533,Fzd5,FZD5,frizzled class receptor 5,Plasma Membrane
0.072,Fzd6,FZD6,frizzled class receptor 6,Plasma Membrane
0.104,Fzd7,FZD7,frizzled class receptor 7,Plasma Membrane
-∞,Fzd8,FZD8,frizzled class receptor 8,Plasma Membrane
0,Fzd9,FZD9,frizzled class receptor 9,Plasma Membrane
1.563,Fzr1,FZR1,fizzy and cell division cycle 20 related 1,Nucleus
0,G0s2,G0S2,G0/G1 switch 2,Cytoplasm
-1.427,G2e3,G2E3,G2/M-phase specific E3 ubiquitin protein ligase,Cytoplasm
-0.175,G3bp1,G3BP1,G3BP stress granule assembly factor 1,Nucleus
-0.349,G3bp2,G3BP2,G3BP stress granule assembly factor 2,Cytoplasm
-∞,G530011O06Rik,G530011O06Rik,RIKEN cDNA G530011O06 gene,Other
0,G630025P09Rik,G630025P09Rik,RIKEN cDNA G630025P09 gene,Other
0,G630055G22Rik,G630055G22Rik,RIKEN cDNA G630055G22 gene,Other
0,G630064G18Rik,G630064G18Rik,RIKEN cDNA G630064G18 gene,Other
0,G630071F17Rik,G630071F17Rik,RIKEN cDNA G630071F17 gene,Other
0,G630093K05Rik,G630093K05Rik,RIKEN cDNA G630093K05 gene,Other
0,G6bos,G6bos,G6b opposite strand,Plasma Membrane
0,G6pc,G6PC,glucose-6-phosphatase catalytic subunit,Cytoplasm
0,G6pc2,G6PC2,glucose-6-phosphatase catalytic subunit 2,Cytoplasm
-∞,G6pc3,G6PC3,glucose-6-phosphatase catalytic subunit 3,Cytoplasm
-0.048,G6pdx,G6PD,glucose-6-phosphate dehydrogenase,Cytoplasm
0,G6pd2,G6pd2,glucose-6-phosphate dehydrogenase 2,Other
0,G730013B05Rik,G730013B05Rik,RIKEN cDNA G730013B05 gene,Other
0.114,Gaa,GAA,"glucosidase alpha, acid",Cytoplasm
0.158,Gab1,GAB1,GRB2 associated binding protein 1,Cytoplasm
0.952,Gab2,GAB2,GRB2 associated binding protein 2,Cytoplasm
∞,Gab3,GAB3,GRB2 associated binding protein 3,Other
-0.37,Gabarap,GABARAP,GABA type A receptor-associated protein,Cytoplasm
0.174,Gabarapl1,GABARAPL1,GABA type A receptor associated protein like 1,Cytoplasm
0.274,Gabarapl2,GABARAPL2,GABA type A receptor associated protein like 2,Cytoplasm
2.859,Gabbr1,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,Plasma Membrane
0,Gabbr2,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,Plasma Membrane
-0.396,Gabpa,GABPA,GA binding protein transcription factor alpha subunit,Nucleus
-0.419,Gabpb1,GABPB1,GA binding protein transcription factor beta subunit 1,Nucleus
0.104,Gabpb2,GABPB2,GA binding protein transcription factor beta subunit 2,Nucleus
0,Gabra1,GABRA1,gamma-aminobutyric acid type A receptor alpha1 subunit,Plasma Membrane
0,Gabra2,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit,Plasma Membrane
0,Gabra3,GABRA3,gamma-aminobutyric acid type A receptor alpha3 subunit,Plasma Membrane
0,Gabra4,GABRA4,gamma-aminobutyric acid type A receptor alpha4 subunit,Plasma Membrane
0,Gabra5,GABRA5,gamma-aminobutyric acid type A receptor alpha5 subunit,Plasma Membrane
0,Gabra6,GABRA6,gamma-aminobutyric acid type A receptor alpha6 subunit,Plasma Membrane
0,Gabrb1,GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit,Plasma Membrane
0,Gabrb2,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit,Plasma Membrane
0,Gabrb3,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit,Plasma Membrane
0,Gabrd,GABRD,gamma-aminobutyric acid type A receptor delta subunit,Plasma Membrane
0,Gabre,Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",Plasma Membrane
0,Gabrg1,GABRG1,gamma-aminobutyric acid type A receptor gamma1 subunit,Plasma Membrane
0,Gabrg2,GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit,Plasma Membrane
0,Gabrg3,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,Plasma Membrane
0,Gabrp,GABRP,gamma-aminobutyric acid type A receptor pi subunit,Plasma Membrane
0,Gabrq,GABRQ,gamma-aminobutyric acid type A receptor theta subunit,Plasma Membrane
0,Gabrr1,GABRR1,gamma-aminobutyric acid type A receptor rho1 subunit,Plasma Membrane
0,Gabrr2,GABRR2,gamma-aminobutyric acid type A receptor rho2 subunit,Plasma Membrane
0,Gabrr3,GABRR3,gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene),Plasma Membrane
0,Gad1,GAD1,glutamate decarboxylase 1,Cytoplasm
-∞,Gad1os,Gad1os,"glutamate decarboxylase 1, opposite strand",Other
0,Gad2,GAD2,glutamate decarboxylase 2,Cytoplasm
1.081,Gadd45a,GADD45A,growth arrest and DNA damage inducible alpha,Nucleus
1.537,Gadd45b,GADD45B,growth arrest and DNA damage inducible beta,Cytoplasm
0.859,Gadd45g,GADD45G,growth arrest and DNA damage inducible gamma,Nucleus
0.381,Gadd45gip1,GADD45GIP1,GADD45G interacting protein 1,Nucleus
0,Gadl1,GADL1,glutamate decarboxylase like 1,Cytoplasm
0.078,Gak,GAK,cyclin G associated kinase,Nucleus
0,Gal,GAL,galanin and GMAP prepropeptide,Extracellular Space
0,Gal3st1,GAL3ST1,galactose-3-O-sulfotransferase 1,Cytoplasm
0,Gal3st2,GAL3ST2,galactose-3-O-sulfotransferase 2,Cytoplasm
0,Gm6086,GAL3ST2,galactose-3-O-sulfotransferase 2,Cytoplasm
0,Gm9994,GAL3ST2,galactose-3-O-sulfotransferase 2,Cytoplasm
0,Gal3st3,GAL3ST3,galactose-3-O-sulfotransferase 3,Cytoplasm
1.274,Gal3st4,GAL3ST4,galactose-3-O-sulfotransferase 4,Cytoplasm
0.274,Galc,GALC,galactosylceramidase,Cytoplasm
-1.311,Gale,GALE,UDP-galactose-4-epimerase,Cytoplasm
-0.105,Galk1,GALK1,galactokinase 1,Cytoplasm
-0.463,Galk2,GALK2,galactokinase 2,Cytoplasm
0.052,Galm,GALM,galactose mutarotase,Cytoplasm
-0.211,Galns,GALNS,galactosamine (N-acetyl)-6-sulfatase,Cytoplasm
1.401,Galnt1,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1,Cytoplasm
-0.311,Galnt10,GALNT10,polypeptide N-acetylgalactosaminyltransferase 10,Cytoplasm
0.274,Galnt11,GALNT11,polypeptide N-acetylgalactosaminyltransferase 11,Cytoplasm
0.689,Galnt12,GALNT12,polypeptide N-acetylgalactosaminyltransferase 12,Cytoplasm
0,Galnt13,GALNT13,polypeptide N-acetylgalactosaminyltransferase 13,Cytoplasm
0,Galnt14,GALNT14,polypeptide N-acetylgalactosaminyltransferase 14,Cytoplasm
0,Galnt15,GALNT15,polypeptide N-acetylgalactosaminyltransferase 15,Cytoplasm
0,Galnt16,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16,Cytoplasm
0,Galnt18,GALNT18,polypeptide N-acetylgalactosaminyltransferase 18,Cytoplasm
0.274,Galnt2,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2,Cytoplasm
0,Galnt3,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3,Cytoplasm
-1.185,Galnt4,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4,Cytoplasm
0,Galnt5,GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,Cytoplasm
0,Galnt6,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,Cytoplasm
0.274,Galnt7,GALNT7,polypeptide N-acetylgalactosaminyltransferase 7,Cytoplasm
0,Galnt9,GALNT9,polypeptide N-acetylgalactosaminyltransferase 9,Cytoplasm
0,Galntl5,GALNTL5,polypeptide N-acetylgalactosaminyltransferase-like 5,Cytoplasm
0,Galntl6,GALNTL6,polypeptide N-acetylgalactosaminyltransferase-like 6,Other
0,Galp,GALP,galanin like peptide,Extracellular Space
0,Galr1,GALR1,galanin receptor 1,Plasma Membrane
0,Galr2,GALR2,galanin receptor 2,Plasma Membrane
0,Galr3,GALR3,galanin receptor 3,Plasma Membrane
0.215,Galt,GALT,galactose-1-phosphate uridylyltransferase,Cytoplasm
-∞,Gamt,GAMT,guanidinoacetate N-methyltransferase,Cytoplasm
-∞,Gan,GAN,gigaxonin,Cytoplasm
0.274,Ganab,GANAB,glucosidase II alpha subunit,Cytoplasm
-0.311,Ganc,GANC,"glucosidase alpha, neutral C",Extracellular Space
0,Gap43,GAP43,growth associated protein 43,Plasma Membrane
